Modèle,R² Test,RMSE Log,RMSE Original,MAPE,CV R² Mean,Overfitting
M2 - GB (RandomSearch),0.9880553962069882,0.1407224826024732,43.932807922801274,7.281736225995009,0.9925657824916689,0.010967874463988503
M1 - GB (RandomSearch),0.9869753394753772,0.14694703252778793,45.49918025804735,7.528457521496593,0.992833319781227,0.011917457931104103
M2 - RF (RandomSearch),0.9843678649247601,0.16098550100260045,48.93206213622478,7.580306947104037,0.987500781732858,0.01361538271588203
M1 - RF (GridSearch),0.9840235697784803,0.16274868471633352,49.93753604485918,7.696274991367622,0.9873221791289838,0.014420522329732233
M1 - RF (RandomSearch),0.9839276147618851,0.16323669030595755,50.42336496278,7.4870852670239945,0.9872068267148499,0.014158032133928522
